tier,symbol,unit,size,fuzzy,mpn,div_class,confidence,bytes_identical,why
TIER3_SUSPECT,?OnSetFrustum@RndCam@@IAA?AVDataNode@@PBVDataArray@@@Z,default/Cam,344,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?GrantAward@Award@@QAAXABVAwardEntry@@PAVBandProfile@@@Z,default/Award,328,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0TambourineDetector@@QAA@AAVTambourineManager@@PAVSinger@@@Z,default/TambourineDetector,312,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Text@TrainerProvider@@UBAXHHPAVUIListLabel@@PAVUILabel@@@Z,default/band3/meta_band/TrainerProvider,312,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0UIButton@@IAA@XZ,default/UIListState,308,100.00,100.00,object_memory,stable_divergent,0,"3 object word(s), all cross-region"
TIER3_SUSPECT,?CharUtlIsAnimatable@@YA_NPAVRndTransformable@@@Z,default/CharUtl,304,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?GetBookmarks@Song@@AAA?AVDataNode@@XZ,default/Song,292,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0DxCam@@IAA@XZ,default/system/rnddx9/CubeTex,292,100.00,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,??0DxLight@@IAA@XZ,default/system/rnddx9/CubeTex,292,100.00,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,?Print@RndTex@@UAAXXZ,default/Tex,288,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0RndDrawable@@IAA@XZ,default/Draw,288,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?Reset@VoiceBeat@@QAAXXZ,default/system/synth/VoiceBeat,276,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,?Init@AppChild@@SAXXZ,default/AppChild,272,100.00,100.00,call_arg,stable_divergent,0,arg r3 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0SpotlightEnder@@IAA@XZ,default/SpotlightEnder,272,100.00,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,?ExitStore@BandStorePanel@@UBAXW4StoreError@@@Z,default/band3/meta_band/BandStorePanel,272,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0EQEffect@@QAA@PAUIXAudioBatchAllocator@@@Z,default/EQEffect,260,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 6 object word(s), all cross-region"
TIER3_SUSPECT,?Update@ReviewDisplay@@UAAXXZ,default/system/bandobj/ReviewDisplay,260,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0RndTransformableRemover@@QAA@XZ,default/CharBone,260,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??0ButtonDownMsg@@QAA@PAVLocalUser@@W4JoypadButton@@W4JoypadAction@@H@Z,default/JoypadMsgs,256,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??0ButtonUpMsg@@QAA@PAVLocalUser@@W4JoypadButton@@W4JoypadAction@@H@Z,default/JoypadMsgs,256,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?GetTitle@StoreMenuProvider@@QAAPBDXZ,default/band3/meta_band/StoreMenuProvider,256,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Text@StoreMenuProvider@@UBAXHHPAVUIListLabel@@PAVUILabel@@@Z,default/band3/meta_band/StoreMenuProvider,256,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Init@FixedSetlist@@QAAXPBVDataArray@@@Z,default/band3/tour/FixedSetlist,252,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0?$CSampleXAPOBase@VWahEffect@@UParams@1@@ATG@@IAA@XZ,default/FxSendWah,252,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r6 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0PerfectOverdriveTracker@@QAA@PAVTrackerSource@@AAVTrackerBandDisplay@@AAVTrackerBroadcastDisplay@@@Z,default/band3/game/PerfectOverdriveTracker,248,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??0?$StandardEffect@VWahEffect@@@@QAA@XZ,default/FxSendWah,244,100.00,100.00,call_arg,stable_divergent,0,arg r6 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Copy@RndTex@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/Tex,236,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Mat@CreditsPanel@@UBAPAVRndMat@@HHPAVUIListMesh@@@Z,default/CreditsPanel,236,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Print@ChunkAllocator@@QAAXAAVTextStream@@@Z,default/PoolAlloc,232,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r3 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?NewHeaderNode@SongSortByStars@@UBAPAVHeaderSortNode@@PAVSongSortNode@@@Z,default/SongSortByStars,232,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?NewShortcutNode@SongSortByStars@@UBAPAVShortcutNode@@PAVSongSortNode@@@Z,default/SongSortByStars,232,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0JoypadConnectionMsg@@QAA@PAVLocalUser@@_NH@Z,default/JoypadMsgs,228,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Draw@UIListCustomElement@@UAAXABVTransform@@MPAVUIColor@@PAVBox@@@Z,default/UIListCustom,224,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Enter@BandStorePanel@@UAAXXZ,default/band3/meta_band/BandStorePanel,224,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?TrigInit@@YAXXZ,default/Trig,220,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Reset@ATanInterpolator@@QAAXMMMMM@Z,default/Interp,220,99.82,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,?Reset@LinearInterpolator@@UAAXPBVDataArray@@@Z,default/Interp,220,99.82,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@BandLeadMeter@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/BandLeadMeter,216,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0FxSendChorus@@IAA@XZ,default/system/synth/FxSendChorus,216,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Reset@TubePlate@@QAAXXZ,default/NoteTube,216,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 3 object word(s), all cross-region"
TIER3_SUSPECT,?Text@NodeSort@@UBAXHHPAVUIListLabel@@PAVUILabel@@@Z,default/band3/meta_band/SongSort,212,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?NewHeaderNode@SongSortByReview@@UBAPAVHeaderSortNode@@PAVSongSortNode@@@Z,default/SongSortByReview,212,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?NewShortcutNode@SongSortByReview@@UBAPAVShortcutNode@@PAVSongSortNode@@@Z,default/SongSortByReview,212,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Init@LoadMgr@@QAAXXZ,default/Loader,212,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?FirstSortChar@@YA?AVSymbol@@PBD_N@Z,default/Sorting,208,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0RndCubeTex@@IAA@XZ,default/system/rndobj/CubeTex,208,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?Enter@CharIKMidi@@UAAXXZ,default/CharIKMidi,208,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 6 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@RndDrawable@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/Draw,208,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?ContextCheckerInit@@YAXXZ,default/ContextChecker,208,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VBandStarDisplay@@@@YA_NAAV?$ObjPtr@VBandStarDisplay@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/BandScoreboard,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0RndSoftParticleBuffer@@QAA@XZ,default/SoftParticleBuffer,204,100.00,100.00,object_memory,stable_divergent,0,"3 object word(s), all cross-region"
TIER3_SUSPECT,??$PropSync@VCharIKFingers@@@@YA_NAAV?$ObjPtr@VCharIKFingers@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/MoveMgr,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VCharWeightable@@@@YA_NAAV?$ObjPtr@VCharWeightable@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/CharWeightSetter,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VRndLight@@@@YA_NAAV?$ObjOwnerPtr@VRndLight@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/Lit,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0FxSendWah@@IAA@XZ,default/system/synth/FxSendMeterEffect,204,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VCharDriver@@@@YA_NAAV?$ObjPtr@VCharDriver@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/CharLipSyncDriver,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VCharLipSyncDriver@@@@YA_NAAV?$ObjPtr@VCharLipSyncDriver@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/CharLipSyncDriver,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VObjectDir@@@@YA_NAAV?$ObjPtr@VObjectDir@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/CharLipSyncDriver,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VRndMesh@@@@YA_NAAV?$ObjPtr@VRndMesh@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/CharCollide,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?MakePercentTargetDescription@TrackerDisplay@@SA?AVDataArrayPtr@@M@Z,default/band3/game/TrackerDisplay,204,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0NodeSort@@QAA@XZ,default/band3/meta_band/SongSort,204,100.00,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,??$PropSync@VRndText@@@@YA_NAAV?$ObjPtr@VRndText@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/TrackWidget,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0FxSend360@@QAA@PAVFxSend@@@Z,default/system/synth_xbox/FxSend,204,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??$PropSync@VRndParticleSys@@@@YA_NAAV?$ObjPtr@VRndParticleSys@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/PartLauncher,204,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?SanityCheckFilterAgainstType@TourPerformerLocal@@QAA_NVSymbol@@0@Z,default/band3/tour/TourPerformerLocal,204,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?json_object_array_to_json_string@@YAHPAUjson_object@@PAUprintbuf@@@Z,default/json_object,200,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?OnForceTwoPresets@LightPresetManager@@IAA?AVDataNode@@PAVDataArray@@@Z,default/LightPresetManager,200,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Poll@UIPanel@@UAAXXZ,default/UIPanel,200,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?FinishLoad@MultiSelectListPanel@@UAAXXZ,default/band3/meta_band/MultiSelectListPanel,200,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Normalize@@YAXABVMatrix3@Hmx@@AAV12@@Z,default/mtx,196,100.00,100.00,call_count,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- differing NUMBER of calls
TIER3_SUSPECT,??0Timer@@QAA@PAVDataArray@@@Z,default/Timer,196,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?UpdateColorModulation@RndPostProc@@IAAXXZ,default/PostProc,196,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??$PropSync@VCharWeightSetter@@@@YA_NAAPAVCharWeightSetter@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/CharWeightSetter,196,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?LoadBitmap@RndCubeTex@@AAA_NABVFilePath@@AAVRndBitmap@@@Z,default/system/rndobj/CubeTex,196,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0CharWeightable@@IAA@XZ,default/CharWeightable,196,100.00,100.00,object_memory,stable_divergent,0,"3 object word(s), all cross-region"
TIER3_SUSPECT,??$PropSync@VLocalBandUser@@@@YA_NAAPAVLocalBandUser@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/band3/meta_band/UGCPurchasePanel,196,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VRndMesh@@@@YA_NAAPAVRndMesh@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/CharCuff,196,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$PropSync@VRndAnimatable@@@@YA_NAAPAVRndAnimatable@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,default/PollAnim,196,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0KeyboardKeyPressedMsg@@QAA@HHH@Z,default/UsbMidiKeyboardMsgs,196,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@CharIKRod@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/CharIKRod,192,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?SectionAfterLast@PracticeSectionProvider@@QAA?AVSymbol@@XZ,default/band3/game/PracticeSectionProvider,192,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0PrefabChar@@QAA@PAVBandCharDesc@@@Z,default/CharData,192,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Load@VocalGuidePitch@@QAAX_N@Z,default/band3/game/VocalGuidePitch,192,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
